,0
393,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

客観的にもっともなことが書いてあるいい記事だったし、乱視の気持ちになれる案内板めっちゃわろた"
394,"""No.6「孔明の罠」""がなかなかの畜生。震える　／バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
395,"No.2のエレベーターの階数ボタン、通常時不停止設定の階に使う「・」のボタンなのが混乱に拍車をかけていると思う。なんで「B1」「1」「2」にしなかったんだろう。 -- バッドデザイン賞を勝手にノミネートしてみた-2017年度版-
http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
396,"どれもスゴイけど個人的に哺乳瓶が一番やばい。
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
397,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 … 全部とてつもないゴミばかりで草
398,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
399,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
400,“バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” 
401,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
402,これは面白いと同時に考えさせられる。こんなデザインになったいきさつが知りたくなる。　⇒バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
403,バッドデザイン賞、とても大事。｜バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
404,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
405,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
406,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
407,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
408,"思わず笑っちゃったけど笑い事じゃないよな
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
409,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

UI/UXデザインって概念が無くても、ここまで酷くできるのは才能かも知れない
ソシャゲの「戻る」と「ホームに戻る」ボタンじゃないんだから"
410,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
411,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
412,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
413,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
414,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
415,"面白い。どういう意図でデザインしたのかも聞いてみたい

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
416,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
417,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
418,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
419,“実際撮影中にサラリーマンが何人か激突していた。これはきっと諸葛孔明の仕業に違いない。” / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary…” http://htn.to/PPwwrmC 
420,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - 
421,"想像以上にためになる記事だった。
No.5のふれあい灯のダメさは俺も気づいた。外国人向けの案内を日本語ONLYで書くミスは結構多い。ソリューションも全体的に的外れ。解決しようという気概は買うが。

「バッドデザイン賞を勝手にノミネートしてみた-2017年度版-」
http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
422,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …　いい企画だ・・・ｗ
423,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
424,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
425,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
426,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b … 確かに意図的にミスを誘発するデザインあるよね
427,>>バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
428,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

デザインとは人の生活を豊かにするべきものであって欲しいなぁ、などと思う。これは勉強になる。"
429,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
430,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
//この「ふれあえない灯」確か最近図書館になった某駅前ビルの店舗にありましたね。何のさらし者かと。つぶれるまでの十数年間、一度も稼働を見ませんでした。"
431,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
432,"一番最後のひどすぎる。。
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
433,"No.6の孔明の罠は間違いなく引っかかる自信ある。｜
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
434,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
435,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

教コミの授業で話題に出せそう"
436,"涙出して笑ったわ。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
437,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- #SmartNews  http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
438,デュアルテプラが一番好き。哺乳瓶があるなら授乳室でなくていいわけで… // バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
439,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
440,爆笑（真顔） / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note” 
441,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

面白い記事だった"
442,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 … おもしろかった、、
443,"グッドデザイン賞ならぬバッドデザイン賞
こっちのほうが学び多い。
合意形成された結果がこれならば、問題はデザインというよりも意思決定の過程にある。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …"
